category,name,brand,price,stock_quantity,attributes,image_url,description,currency
Motherboard,Motherboard Model 476 Rev-55,Corsair,58032.02,65,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_476_rev-55.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 753 Rev-54,Corsair,109612.53,21,{'socket': 'LGA1700'},https://example.com/gpu_model_753_rev-54.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 491 Rev-42,Patriot,33386.98,25,{'speed': '3200MHz'},https://example.com/psu_model_491_rev-42.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 921 Rev-14,NVIDIA,13921.43,83,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_921_rev-14.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 708 Rev-2,Seagate,33472.79,49,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_708_rev-2.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 113 Rev-14,Gigabyte,132775.36,41,{'speed': '3200MHz'},https://example.com/gpu_model_113_rev-14.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 392 Rev-24,Intel,10403.55,82,{'speed': '3200MHz'},https://example.com/ram_model_392_rev-24.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 674 Rev-72,Intel,211401.77,74,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_674_rev-72.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 965 Rev-9,Intel,18079.83,18,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_965_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 596 Rev-82,Gigabyte,32342.74,86,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_596_rev-82.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 183 Rev-89,Patriot,13844.52,89,{'socket': 'LGA1700'},https://example.com/hdd_model_183_rev-89.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 245 Rev-25,Seagate,33337.66,12,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_245_rev-25.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 413 Rev-14,Seagate,31210.03,10,{'socket': 'LGA1700'},https://example.com/ram_model_413_rev-14.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 214 Rev-77,Corsair,40673.43,23,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_214_rev-77.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 692 Rev-7,Corsair,55656.49,23,{'speed': '3200MHz'},https://example.com/motherboard_model_692_rev-7.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 457 Rev-28,Seagate,8860.01,20,{'socket': 'LGA1700'},https://example.com/ram_model_457_rev-28.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 870 Rev-33,Intel,66833.47,99,{'speed': '3200MHz'},https://example.com/gpu_model_870_rev-33.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 529 Rev-79,AMD,24372.42,36,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_529_rev-79.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 951 Rev-48,Corsair,30567.55,43,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_951_rev-48.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 478 Rev-89,AMD,18403.09,72,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_478_rev-89.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 722 Rev-3,Corsair,6394.72,85,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_722_rev-3.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 949 Rev-69,Gigabyte,16054.03,63,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_949_rev-69.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 408 Rev-68,Seagate,90821.22,34,{'speed': '3200MHz'},https://example.com/gpu_model_408_rev-68.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 918 Rev-64,Corsair,13682.44,19,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_918_rev-64.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 750 Rev-91,Intel,56076.19,100,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_750_rev-91.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 506 Rev-5,Corsair,28495.77,43,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_506_rev-5.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 265 Rev-47,Seagate,59637.84,30,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_265_rev-47.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 976 Rev-75,Seagate,24052.4,28,{'speed': '3200MHz'},https://example.com/case_model_976_rev-75.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 252 Rev-11,Seagate,12794.25,27,{'socket': 'LGA1700'},https://example.com/ram_model_252_rev-11.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 116 Rev-91,Seagate,15297.43,79,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_116_rev-91.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 641 Rev-6,Patriot,104302.5,21,{'socket': 'LGA1700'},https://example.com/gpu_model_641_rev-6.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 987 Rev-72,Seagate,7846.54,63,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_987_rev-72.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 897 Rev-31,Seagate,54440.02,36,{'socket': 'LGA1700'},https://example.com/motherboard_model_897_rev-31.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 535 Rev-63,Gigabyte,41692.09,24,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_535_rev-63.jpg,A high-performance processor suitable for gaming and content creation.,BDT
HDD,HDD Model 177 Rev-29,Kingston,31035.8,33,{'speed': '3200MHz'},https://example.com/hdd_model_177_rev-29.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
SSD,SSD Model 746 Rev-27,Gigabyte,25999.91,40,{'speed': '3200MHz'},https://example.com/ssd_model_746_rev-27.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 790 Rev-80,Kingston,34918.71,80,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_790_rev-80.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 491 Rev-56,Kingston,36563.2,44,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_491_rev-56.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 207 Rev-56,AMD,7489.57,73,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_207_rev-56.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 495 Rev-25,AMD,13828.77,20,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_495_rev-25.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
CPU,CPU Model 629 Rev-25,Patriot,36982.54,90,{'socket': 'LGA1700'},https://example.com/cpu_model_629_rev-25.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 673 Rev-64,NVIDIA,6701.76,10,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_673_rev-64.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 255 Rev-95,Intel,28156.96,76,{'socket': 'LGA1700'},https://example.com/case_model_255_rev-95.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 864 Rev-20,NVIDIA,26066.06,50,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_864_rev-20.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 158 Rev-43,Seagate,19466.85,14,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_158_rev-43.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 498 Rev-17,Kingston,204039.99,83,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_498_rev-17.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 831 Rev-51,AMD,9908.51,56,{'speed': '3200MHz'},https://example.com/ssd_model_831_rev-51.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 216 Rev-57,Gigabyte,12229.13,46,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_216_rev-57.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 749 Rev-8,Corsair,47440.86,33,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_749_rev-8.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 315 Rev-18,AMD,38823.31,62,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_315_rev-18.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 498 Rev-67,Seagate,35992.41,29,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_498_rev-67.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 655 Rev-68,AMD,27261.53,31,{'socket': 'LGA1700'},https://example.com/ram_model_655_rev-68.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 479 Rev-38,Patriot,13783.87,13,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_479_rev-38.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 200 Rev-89,Corsair,58741.6,20,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_200_rev-89.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 632 Rev-84,Corsair,23154.0,28,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_632_rev-84.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 970 Rev-66,Gigabyte,28273.96,70,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_970_rev-66.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
SSD,SSD Model 190 Rev-31,Gigabyte,48108.89,41,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_190_rev-31.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 500 Rev-43,Gigabyte,51416.57,60,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_500_rev-43.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 800 Rev-27,Corsair,22503.8,41,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_800_rev-27.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 962 Rev-30,Gigabyte,30839.6,67,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_962_rev-30.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 139 Rev-26,Intel,14628.21,85,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_139_rev-26.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Motherboard,Motherboard Model 802 Rev-21,Seagate,12211.03,85,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_802_rev-21.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 793 Rev-41,Kingston,75847.13,41,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_793_rev-41.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
HDD,HDD Model 316 Rev-39,Corsair,7162.48,91,{'socket': 'LGA1700'},https://example.com/hdd_model_316_rev-39.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 505 Rev-93,AMD,28237.24,31,{'socket': 'LGA1700'},https://example.com/ram_model_505_rev-93.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 542 Rev-94,Patriot,23563.91,55,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_542_rev-94.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 424 Rev-96,Intel,34189.46,74,{'socket': 'LGA1700'},https://example.com/motherboard_model_424_rev-96.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 341 Rev-11,Seagate,45673.1,76,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_341_rev-11.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 573 Rev-82,Kingston,32204.99,73,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_573_rev-82.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 282 Rev-32,Kingston,26807.4,80,{'speed': '3200MHz'},https://example.com/ssd_model_282_rev-32.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
GPU,GPU Model 307 Rev-39,AMD,192366.93,29,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_307_rev-39.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 704 Rev-54,Corsair,102572.27,45,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_704_rev-54.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
CPU,CPU Model 893 Rev-60,Intel,33771.95,76,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_893_rev-60.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 696 Rev-48,Gigabyte,39770.23,25,{'speed': '3200MHz'},https://example.com/motherboard_model_696_rev-48.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 763 Rev-27,Seagate,56701.58,58,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_763_rev-27.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 313 Rev-33,AMD,35037.03,15,{'speed': '3200MHz'},https://example.com/ram_model_313_rev-33.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 156 Rev-34,NVIDIA,42095.2,43,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_156_rev-34.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 418 Rev-10,Kingston,6670.07,23,{'speed': '3200MHz'},https://example.com/psu_model_418_rev-10.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 652 Rev-67,Gigabyte,26690.17,59,{'socket': 'LGA1700'},https://example.com/motherboard_model_652_rev-67.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 695 Rev-27,Intel,29491.42,50,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_695_rev-27.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 362 Rev-81,Intel,28204.09,82,{'socket': 'LGA1700'},https://example.com/hdd_model_362_rev-81.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 360 Rev-62,Seagate,27575.14,85,{'socket': 'LGA1700'},https://example.com/psu_model_360_rev-62.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 441 Rev-61,Intel,15356.43,93,{'speed': '3200MHz'},https://example.com/case_model_441_rev-61.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 529 Rev-12,Kingston,190094.23,88,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_529_rev-12.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 710 Rev-55,Kingston,171910.45,92,{'socket': 'LGA1700'},https://example.com/gpu_model_710_rev-55.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 776 Rev-85,Patriot,8342.95,40,{'speed': '3200MHz'},https://example.com/hdd_model_776_rev-85.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 594 Rev-62,Corsair,36045.17,26,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_594_rev-62.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 703 Rev-13,Corsair,21582.83,85,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/cpu_model_703_rev-13.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 548 Rev-38,Kingston,33923.24,35,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/motherboard_model_548_rev-38.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 319 Rev-35,NVIDIA,6877.56,34,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ram_model_319_rev-35.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
CPU,CPU Model 960 Rev-47,Patriot,70261.85,66,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_960_rev-47.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 364 Rev-31,Corsair,26887.67,36,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_364_rev-31.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 253 Rev-39,Gigabyte,120448.08,96,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_253_rev-39.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 668 Rev-65,Corsair,23618.13,66,{'speed': '3200MHz'},https://example.com/ram_model_668_rev-65.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 387 Rev-28,Seagate,58560.61,34,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_387_rev-28.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 148 Rev-17,NVIDIA,35979.79,44,{'socket': 'LGA1700'},https://example.com/case_model_148_rev-17.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 643 Rev-37,Patriot,79675.31,40,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_643_rev-37.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 674 Rev-73,Kingston,22999.78,33,{'speed': '3200MHz'},https://example.com/psu_model_674_rev-73.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 362 Rev-31,AMD,14358.92,29,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_362_rev-31.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 622 Rev-97,Gigabyte,27180.72,92,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_622_rev-97.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 493 Rev-92,Intel,48305.49,82,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_493_rev-92.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 829 Rev-91,Patriot,103247.5,100,{'speed': '3200MHz'},https://example.com/gpu_model_829_rev-91.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 807 Rev-25,Seagate,29728.71,11,{'speed': '3200MHz'},https://example.com/motherboard_model_807_rev-25.jpg,A high-performance processor suitable for gaming and content creation.,BDT
HDD,HDD Model 589 Rev-38,Corsair,38560.53,30,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_589_rev-38.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 824 Rev-38,NVIDIA,22363.12,68,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_824_rev-38.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 944 Rev-50,Gigabyte,77797.54,23,{'speed': '3200MHz'},https://example.com/ssd_model_944_rev-50.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 215 Rev-82,AMD,7368.58,13,{'socket': 'LGA1700'},https://example.com/ram_model_215_rev-82.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 839 Rev-31,Seagate,25029.05,89,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_839_rev-31.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 421 Rev-75,Kingston,12716.63,73,{'speed': '3200MHz'},https://example.com/psu_model_421_rev-75.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
SSD,SSD Model 972 Rev-57,Kingston,83041.68,22,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ssd_model_972_rev-57.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 795 Rev-35,Corsair,50120.49,57,{'speed': '3200MHz'},https://example.com/ssd_model_795_rev-35.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 978 Rev-85,Intel,7472.42,60,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_978_rev-85.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 332 Rev-82,NVIDIA,189879.46,86,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_332_rev-82.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 111 Rev-34,Corsair,15984.55,65,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_111_rev-34.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 511 Rev-80,AMD,230075.59,47,{'socket': 'LGA1700'},https://example.com/gpu_model_511_rev-80.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 262 Rev-32,Kingston,29716.42,78,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_262_rev-32.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 608 Rev-4,Intel,91854.88,45,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_608_rev-4.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 181 Rev-14,Patriot,83890.05,16,{'speed': '3200MHz'},https://example.com/ssd_model_181_rev-14.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 320 Rev-76,AMD,6660.05,63,{'socket': 'LGA1700'},https://example.com/psu_model_320_rev-76.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 538 Rev-47,Kingston,31059.01,56,{'socket': 'LGA1700'},https://example.com/case_model_538_rev-47.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 777 Rev-97,NVIDIA,13693.52,75,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_777_rev-97.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 109 Rev-10,NVIDIA,21105.77,59,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/psu_model_109_rev-10.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 844 Rev-53,Gigabyte,14342.94,67,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_844_rev-53.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
CPU,CPU Model 431 Rev-49,Corsair,71614.38,71,{'socket': 'LGA1700'},https://example.com/cpu_model_431_rev-49.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 590 Rev-58,Seagate,31150.8,97,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_590_rev-58.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 968 Rev-83,Seagate,55092.71,11,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_968_rev-83.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 227 Rev-50,Intel,27119.73,30,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_227_rev-50.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 757 Rev-16,Seagate,17524.69,43,{'speed': '3200MHz'},https://example.com/ram_model_757_rev-16.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 363 Rev-59,Intel,23428.82,87,{'speed': '3200MHz'},https://example.com/hdd_model_363_rev-59.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
HDD,HDD Model 674 Rev-19,Kingston,47445.8,13,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_674_rev-19.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 177 Rev-7,Intel,21257.93,63,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_177_rev-7.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 611 Rev-14,Corsair,46568.66,93,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_611_rev-14.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 774 Rev-10,Kingston,12429.14,94,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_774_rev-10.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 281 Rev-82,Patriot,28391.89,94,{'speed': '3200MHz'},https://example.com/cpu_model_281_rev-82.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Motherboard,Motherboard Model 640 Rev-89,AMD,48683.62,53,{'speed': '3200MHz'},https://example.com/motherboard_model_640_rev-89.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 486 Rev-4,Gigabyte,46819.11,70,{'speed': '3200MHz'},https://example.com/motherboard_model_486_rev-4.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
